feature,importance
cibil_score,0.8263752542460798
loan_term,0.06016305208176158
loan_amount,0.029294101547594268
luxury_assets_value,0.019087333956070204
income_annum,0.01880671327702571
commercial_assets_value,0.01546800676176464
bank_asset_value,0.015137462555865172
no_of_dependents,0.007601731388421392
education,0.004079269145573637
self_employed,0.003987075039843672
